iter	M_lnV_dist(1)	M_lnk_e(1)	V_lnV_dist(1)	V_lnk_e(1)	Ve_lnC_rest(1)	lnV_dist(1.1)	lnk_e(1.1)	lnV_dist(1.1.1)	lnk_e(1.1.1)	lnV_dist(1.2)	lnk_e(1.2)	lnV_dist(1.2.1)	lnk_e(1.2.1)	LnPrior	LnData	LnPosterior
2720	-2.80266	-1.65126	0.00630739	0.0872846	0.499351	-2.71566	-1.48575	-2.70163	-1.66521	-2.78199	-1.80389	-2.00482	-2.14766	inf	-3.608442e+01	inf
2740	-2.72118	-1.67782	0.00630739	0.432417	0.473202	-2.7024	-0.940596	-2.66505	-1.37479	-2.78199	-1.0925	-2.00482	-1.80379	inf	-3.690870e+01	inf
2760	-2.82479	-1.109	0.00630739	0.10275	0.488312	-2.78959	-1.04581	-2.82104	-0.797458	-2.78199	-0.683302	-2.00482	-0.236573	inf	-3.641811e+01	inf
2780	-2.76201	-0.0366245	0.00630739	0.0615353	0.475806	-2.72056	-0.549289	-2.76341	-0.381118	-2.78199	-0.0354774	-2.00482	-0.0112657	inf	-3.682122e+01	inf
2800	-2.56538	-0.209504	0.00630739	0.0646603	0.496137	-2.50128	-0.268198	-2.63163	-0.285762	-2.78199	-0.486251	-2.00482	-0.636521	inf	-3.617953e+01	inf
2820	-2.80082	-0.11048	0.00630739	0.0574794	0.437709	-2.70196	-0.273123	-2.76281	-0.202257	-2.78199	-0.412382	-2.00482	-0.465114	inf	-3.823830e+01	inf
2840	-2.75915	-0.888848	0.00630739	0.554704	0.494816	-2.7586	-0.993932	-2.70855	-1.32623	-2.78199	-1.18556	-2.00482	-1.0077	inf	-3.621911e+01	inf
2860	-2.64991	-2.79985	0.00630739	0.0757154	0.495606	-2.67405	-2.8362	-2.78469	-2.83391	-2.78199	-2.63297	-2.00482	-2.59746	inf	-3.619541e+01	inf
2880	-2.79996	-2.49064	0.00630739	0.0715813	0.45908	-2.7984	-2.46803	-2.76011	-2.3769	-2.78199	-2.45298	-2.00482	-2.86187	inf	-3.740590e+01	inf
2900	-2.81468	-1.64892	0.00630739	0.741761	0.48862	-2.81266	-2.38514	-2.73904	-2.71465	-2.78199	-2.0096	-2.00482	-1.31181	inf	-3.640855e+01	inf
2920	-2.691	-1.81518	0.00630739	0.215795	0.452411	-2.81937	-2.44752	-2.80831	-2.15416	-2.78199	-1.0411	-2.00482	-0.933517	inf	-3.765483e+01	inf
2940	-2.77836	-1.79693	0.00630739	0.401365	0.479905	-2.82643	-1.58183	-2.73546	-1.29667	-2.78199	-2.17816	-2.00482	-1.86239	inf	-3.668605e+01	inf
2960	-2.77774	-0.6284	0.00630739	0.140925	0.485048	-2.82511	-1.02098	-2.77065	-1.17692	-2.78199	-0.690335	-2.00482	-1.06869	inf	-3.652070e+01	inf
2980	-2.73393	-0.311491	0.00630739	0.172434	0.45959	-2.78253	-0.220158	-2.64033	-0.0845381	-2.78199	-0.856303	-2.00482	-0.632973	inf	-3.738725e+01	inf
3000	-2.6986	-0.126835	0.00630739	0.12016	0.435983	-2.6667	-0.625177	-2.66089	-0.809287	-2.78199	-0.391966	-2.00482	-0.0738481	inf	-3.831015e+01	inf
3020	-2.81685	-0.0672167	0.00630739	0.0471386	0.483051	-2.72552	-0.0981923	-2.7148	-0.104626	-2.78199	-0.385546	-2.00482	-0.477158	inf	-3.658434e+01	inf
3040	-2.77709	-0.848295	0.00630739	0.388713	0.484535	-2.77678	-0.464045	-2.68519	-0.0911292	-2.78199	-0.788973	-2.00482	-1.13665	inf	-3.653697e+01	inf
3060	-2.75849	-1.23616	0.00630739	0.279422	0.491987	-2.69805	-1.15058	-2.61031	-0.380577	-2.78199	-1.25186	-2.00482	-0.74866	inf	-3.630481e+01	inf
3080	-2.71807	-0.653717	0.00630739	0.651343	0.408589	-2.64302	-0.545506	-2.65901	-2.04664	-2.78199	-1.86739	-2.00482	-3.08626	inf	-3.955409e+01	inf
3100	-2.80861	-1.18151	0.00630739	0.0364164	0.479629	-2.74195	-1.19637	-2.74809	-1.27842	-2.78199	-1.30961	-2.00482	-1.29082	inf	-3.669504e+01	inf
3120	-2.77195	-0.430416	0.00630739	0.20129	0.454075	-2.64801	-1.46671	-2.5968	-1.73094	-2.78199	-0.118637	-2.00482	-0.246998	inf	-3.759183e+01	inf
3140	-2.80559	-1.45997	0.00630739	0.211006	0.493274	-2.81475	-1.74293	-2.68706	-1.60529	-2.78199	-1.61346	-2.00482	-0.919951	inf	-3.626565e+01	inf
3160	-2.67691	-1.3083	0.00630739	0.465983	0.480642	-2.71186	-1.77078	-2.63797	-2.54221	-2.78199	-1.50801	-2.00482	-1.90683	inf	-3.666207e+01	inf
3180	-2.78479	-0.463032	0.00630739	1.00668	0.413285	-2.76444	-0.415017	-2.75327	-1.53205	-2.78199	-0.223975	-2.00482	-0.277472	inf	-3.932606e+01	inf
3200	-2.7095	-0.766755	0.00630739	0.264393	0.48758	-2.72717	-0.686398	-2.68118	-0.819631	-2.78199	-1.04349	-2.00482	-1.72445	inf	-3.644097e+01	inf
3220	-2.67426	-0.0560242	0.00630739	0.172796	0.492781	-2.7729	-0.115587	-2.79695	-0.285822	-2.78199	-0.281984	-2.00482	-0.0437953	inf	-3.628062e+01	inf
3240	-2.80139	-0.59355	0.00630739	0.042963	0.453618	-2.73676	-0.422572	-2.75133	-0.571241	-2.78199	-0.461536	-2.00482	-0.378004	inf	-3.760905e+01	inf
3260	-2.73087	-0.467571	0.00630739	0.0859516	0.494605	-2.73168	-0.316715	-2.66837	-0.302565	-2.78199	-0.767921	-2.00482	-1.25275	inf	-3.622544e+01	inf
3280	-2.80347	-0.132709	0.00630739	0.252181	0.494012	-2.8226	-0.262472	-2.79346	-0.404008	-2.78199	-0.350654	-2.00482	-0.414144	inf	-3.624335e+01	inf
3300	-2.8156	-0.896843	0.00630739	0.391147	0.471505	-2.7959	-0.981987	-2.79345	-0.607548	-2.78199	-0.450515	-2.00482	-0.638537	inf	-3.696642e+01	inf
3320	-2.79895	-0.12713	0.00630739	0.152575	0.499013	-2.74779	-0.819522	-2.73327	-1.31535	-2.78199	-0.378004	-2.00482	-0.160651	inf	-3.609435e+01	inf
3340	-2.79299	-0.933672	0.00630739	0.0904791	0.464804	-2.76894	-0.609769	-2.80437	-0.536648	-2.78199	-0.409212	-2.00482	-0.127475	inf	-3.719962e+01	inf
3360	-2.69779	-0.0945527	0.00630739	0.578286	0.457774	-2.68386	-0.644333	-2.69336	-1.53598	-2.78199	-0.428385	-2.00482	-0.642219	inf	-3.745391e+01	inf
3380	-2.68676	-0.259339	0.00630739	0.101875	0.47632	-2.67719	-0.450152	-2.78339	-0.917446	-2.78199	-0.760608	-2.00482	-0.688373	inf	-3.680411e+01	inf
3400	-2.71635	-0.762028	0.00630739	0.167156	0.415929	-2.68038	-0.657537	-2.73725	-0.850202	-2.78199	-0.80504	-2.00482	-1.23784	inf	-3.920051e+01	inf
3420	-2.82751	-0.786188	0.00630739	0.0846344	0.499998	-2.71422	-1.17782	-2.72825	-1.57126	-2.78199	-1.05958	-2.00482	-0.941538	inf	-3.606547e+01	inf
3440	-2.81657	-1.2239	0.00630739	0.0563111	0.46665	-2.65834	-1.20008	-2.69909	-0.8265	-2.78199	-0.896802	-2.00482	-0.756868	inf	-3.713450e+01	inf
3460	-2.79057	-0.0508638	0.00630739	0.120068	0.414707	-2.64442	-0.160802	-2.62895	-0.843623	-2.78199	-0.472083	-2.00482	-0.330817	inf	-3.925828e+01	inf
3480	-2.8118	-0.431064	0.00630739	0.0632331	0.497	-2.72401	-0.492669	-2.68773	-0.132525	-2.78199	-0.289348	-2.00482	-0.345576	inf	-3.615384e+01	inf
3500	-2.78475	-0.170808	0.00630739	0.200994	0.499875	-2.7284	-0.494545	-2.72989	-0.494208	-2.78199	-0.12615	-2.00482	-0.0167926	inf	-3.606906e+01	inf
3520	-2.75316	-0.247796	0.00630739	0.106821	0.499512	-2.64433	-0.425206	-2.77367	-0.103162	-2.78199	-0.182592	-2.00482	-0.0824888	inf	-3.607970e+01	inf
3540	-2.66334	-0.352712	0.00630739	0.112611	0.49109	-2.56608	-0.352537	-2.51596	-0.603984	-2.78199	-0.65809	-2.00482	-0.421332	inf	-3.633226e+01	inf
3560	-2.6587	-0.870977	0.00630739	0.173474	0.475197	-2.73938	-1.22255	-2.82003	-0.907405	-2.78199	-0.230361	-2.00482	-0.2872	inf	-3.684156e+01	inf
3580	-2.78875	-0.787522	0.00630739	0.0580436	0.459393	-2.74601	-0.759458	-2.71876	-1.08532	-2.78199	-1.02121	-2.00482	-1.50754	inf	-3.739444e+01	inf
3600	-2.80671	-0.38003	0.00630739	0.0710948	0.464185	-2.72637	-0.519673	-2.6905	-0.387428	-2.78199	-0.528032	-2.00482	-0.799146	inf	-3.722162e+01	inf
3620	-2.78338	-0.500234	0.00630739	0.0841666	0.468908	-2.7484	-0.696196	-2.76757	-0.588988	-2.78199	-0.597827	-2.00482	-0.492891	inf	-3.705578e+01	inf
3640	-2.78618	-0.482864	0.00630739	0.229892	0.467459	-2.73906	-0.0937442	-2.61788	-0.20503	-2.78199	-0.888489	-2.00482	-1.2106	inf	-3.710619e+01	inf
3660	-2.76809	-0.104749	0.00630739	0.167042	0.479824	-2.74545	-0.322471	-2.70069	-0.379982	-2.78199	-0.403521	-2.00482	-0.21557	inf	-3.668868e+01	inf
3680	-2.74307	-1.01382	0.00630739	0.0800735	0.49305	-2.82618	-1.38945	-2.72193	-1.15121	-2.78199	-0.38749	-2.00482	-0.573015	inf	-3.627247e+01	inf
3700	-2.75763	-0.898014	0.00630739	0.201844	0.480447	-2.78843	-1.222	-2.77182	-1.22395	-2.78199	-1.66072	-2.00482	-1.84116	inf	-3.666841e+01	inf
3720	-2.72191	-1.81074	0.00630739	0.138668	0.477292	-2.59993	-2.12344	-2.5721	-2.30973	-2.78199	-1.81508	-2.00482	-1.65946	inf	-3.677187e+01	inf
3740	-2.79512	-1.65279	0.00630739	0.0568803	0.469346	-2.75869	-1.41769	-2.81685	-1.57365	-2.78199	-1.79295	-2.00482	 -1.9	inf	-3.704061e+01	inf
3760	-2.76628	-1.03375	0.00630739	0.0568803	0.490257	-2.71855	-0.597653	-2.74982	-0.710071	-2.78199	-1.07032	-2.00482	-1.28901	inf	-3.635787e+01	inf
3780	-2.59761	-1.51219	0.00630739	0.0665842	0.476043	-2.51045	-1.69677	-2.67246	-1.39409	-2.78199	-1.87136	-2.00482	-2.15443	inf	-3.681333e+01	inf
3800	-2.78598	-1.42018	0.00630739	0.127569	0.480732	-2.82569	-0.875936	-2.78909	-0.263915	-2.78199	-1.45186	-2.00482	-2.10364	inf	-3.665914e+01	inf
3820	-2.68028	-1.4072	0.00630739	0.234855	0.456996	-2.67848	-0.428512	-2.81167	-0.979617	-2.78199	-1.38378	-2.00482	-2.32351	inf	-3.748268e+01	inf
3840	-2.53886	-2.00582	0.00630739	0.22151	0.484203	-2.42956	-1.64737	-2.39853	-1.91952	-2.78199	-1.71175	-2.00482	-1.53248	inf	-3.654754e+01	inf
3860	-2.64865	-1.70437	0.00630739	0.277679	0.47221	-2.63324	-2.65726	-2.72026	-2.29127	-2.78199	-0.523642	-2.00482	-0.61288	inf	-3.694236e+01	inf
3880	-2.76005	-1.72246	0.00630739	0.381286	0.494244	-2.77847	-2.27558	-2.79026	-2.36961	-2.78199	-1.65313	-2.00482	-1.18335	inf	-3.623632e+01	inf
3900	-2.74995	-2.83377	0.00630739	0.126231	0.455723	-2.81552	-2.68717	-2.73758	-2.63758	-2.78199	-2.85579	-2.00482	-2.66676	inf	-3.753004e+01	inf
3920	-2.74582	-2.88386	0.00630739	0.358687	0.49674	-2.70861	-2.88841	-2.64071	-2.86533	-2.78199	-2.73868	-2.00482	-2.5032	inf	-3.616156e+01	inf
3940	-2.70919	-2.18287	0.00630739	0.108844	0.489743	-2.64343	-2.31438	-2.71304	-2.45929	-2.78199	-2.03223	-2.00482	-1.02949	inf	-3.637373e+01	inf
3960	-2.80421	-1.99519	0.00630739	0.0951069	0.439315	-2.72927	-1.88267	-2.78131	-1.72542	-2.78199	-1.89126	-2.00482	-1.9098	inf	-3.817214e+01	inf
3980	-2.74398	-1.98366	0.00630739	0.308455	0.447015	-2.75063	-1.37292	-2.75497	-1.35149	-2.78199	-1.43298	-2.00482	-2.32072	inf	-3.786325e+01	inf
4000	-2.77268	-2.78385	0.00630739	0.0707068	0.454741	-2.77834	-2.4154	-2.7078	-2.05939	-2.78199	-2.35498	-2.00482	-2.40865	inf	-3.756679e+01	inf
4020	-2.7955	-2.00115	0.00630739	1.14811	0.497734	-2.77028	-2.06053	-2.77143	-2.67742	-2.78199	-1.66656	-2.00482	-2.03546	inf	-3.613208e+01	inf
4040	-2.78299	-1.58707	0.00630739	1.63305	0.465202	-2.74484	-0.848044	-2.54868	-1.60276	-2.78199	-0.841277	-2.00482	-3.09611	inf	-3.718553e+01	inf
4060	-2.69493	-0.859842	0.00630739	0.125487	0.437887	-2.75995	-1.07199	-2.55965	-1.43811	-2.78199	-0.788039	-2.00482	-0.627054	inf	-3.823093e+01	inf
4080	-2.7674	-1.15784	0.00630739	0.179279	0.472741	-2.72936	-1.21727	-2.57404	-1.56651	-2.78199	-1.69068	-2.00482	-1.64468	inf	-3.692433e+01	inf
4100	-2.74983	-2.84734	0.00630739	0.292363	0.474544	-2.7358	-2.79536	-2.67983	-2.59814	-2.78199	-2.57734	-2.00482	-2.55621	inf	-3.686348e+01	inf
4120	-2.78898	-2.33971	0.00630739	0.626208	0.492472	-2.80459	-1.54398	-2.73589	-0.999346	-2.78199	-2.64526	-2.00482	-0.671127	inf	-3.629002e+01	inf
4140	-2.797	-2.12209	0.00630739	0.260461	0.409322	-2.82877	-2.2265	-2.72775	-2.08515	-2.78199	-1.97431	-2.00482	-1.30237	inf	-3.951807e+01	inf
4160	-2.79918	-2.72758	0.00630739	0.0733153	0.496621	-2.74377	-2.71438	-2.81937	-2.70057	-2.78199	-2.87628	-2.00482	-2.24456	inf	-3.616512e+01	inf
4180	-2.76745	-2.25951	0.00630739	0.120282	0.498785	-2.73551	-2.46668	-2.608	-2.73668	-2.78199	-2.73558	-2.00482	-2.77193	inf	-3.610105e+01	inf
4200	-2.72143	-1.65448	0.00630739	0.0802965	0.437847	-2.64308	-1.61945	-2.6212	-1.44143	-2.78199	-1.72554	-2.00482	-1.67115	inf	-3.823260e+01	inf
4220	-2.79793	-2.27698	0.00630739	0.470221	0.49107	-2.75634	-1.57555	-2.7753	-1.47027	-2.78199	-2.01639	-2.00482	-1.10672	inf	-3.633287e+01	inf
4240	-2.77695	-1.50305	0.00630739	0.10872	0.479275	-2.77625	-1.45188	-2.76804	-1.38748	-2.78199	-2.06303	-2.00482	-1.85517	inf	-3.670663e+01	inf
4260	-2.77677	-1.60717	0.00630739	0.112802	0.477813	-2.752	-1.74777	-2.70323	-1.51142	-2.78199	-0.878464	-2.00482	-0.84852	inf	-3.675466e+01	inf
4280	-2.7682	-2.03814	0.00630739	0.358096	0.476864	-2.71138	-2.17058	-2.78075	-2.1357	-2.78199	-1.51342	-2.00482	-2.28615	inf	-3.678605e+01	inf
4300	-2.78753	-2.70117	0.00630739	0.0696132	0.493322	-2.71138	-2.65562	-2.8157	-2.51908	-2.78199	-2.87107	-2.00482	-3.17426	inf	-3.626420e+01	inf
4320	-2.75672	-2.84991	0.00630739	0.126216	0.485163	-2.73508	-2.85211	-2.73376	-2.8234	-2.78199	-2.42878	-2.00482	-2.89532	inf	-3.651705e+01	inf
4340	-2.72512	-1.65421	0.00630739	0.126216	0.492482	-2.65536	-1.52558	-2.60314	-1.7198	-2.78199	-1.91089	-2.00482	-1.95981	inf	-3.628972e+01	inf
4360	-2.81535	-1.99034	0.00630739	0.0948869	0.493136	-2.76339	-1.46342	-2.74312	-1.66829	-2.78199	-1.77622	-2.00482	-1.86854	inf	-3.626983e+01	inf
4380	-2.72801	-1.18045	0.00630739	0.109197	0.44269	-2.63776	-1.51706	-2.58884	-1.65949	-2.78199	-1.01654	-2.00482	-0.649232	inf	-3.803507e+01	inf
4400	-2.68555	-1.41589	0.00630739	0.144088	0.463943	-2.63703	-1.3798	-2.65735	-1.22829	-2.78199	-1.24788	-2.00482	-1.58668	inf	-3.723025e+01	inf
4420	-2.76721	-2.74039	0.00630739	0.439526	0.489015	-2.69043	-2.752	-2.68755	-2.47459	-2.78199	-1.84244	-2.00482	-1.06161	inf	-3.639628e+01	inf
4440	-2.74326	-1.81077	0.00630739	0.0974576	0.465573	-2.72493	-1.89377	-2.79446	-1.8211	-2.78199	-1.81881	-2.00482	-1.16178	inf	-3.717242e+01	inf
4460	-2.72678	-1.77647	0.00630739	0.107236	0.499538	-2.76588	-1.72591	-2.75849	-2.3658	-2.78199	-2.60788	-2.00482	-2.55086	inf	-3.607894e+01	inf
4480	-2.82126	-1.76034	0.00630739	0.128841	0.494055	-2.77553	-1.35447	-2.80865	-1.232	-2.78199	-1.88631	-2.00482	-1.84478	inf	-3.624203e+01	inf
4500	-2.75145	-2.58598	0.00630739	0.116777	0.490296	-2.74312	-2.23168	-2.67389	-2.09274	-2.78199	-2.35204	-2.00482	-1.69495	inf	-3.635669e+01	inf
4520	-2.80329	-1.43007	0.00630739	0.362181	0.378102	-2.81417	-2.50555	-2.72199	-2.69861	-2.78199	-2.34655	-2.00482	-1.90594	inf	-4.120770e+01	inf
4540	-2.82506	-2.16989	0.00630739	0.332643	0.467104	-2.75674	-1.55851	-2.71402	-1.28393	-2.78199	-1.45538	-2.00482	-0.863183	inf	-3.711860e+01	inf
4560	-2.77467	-2.53532	0.00630739	0.172969	0.486587	-2.7513	-2.36981	-2.72728	-2.3514	-2.78199	-2.09304	-2.00482	-2.38134	inf	-3.647209e+01	inf
4580	-2.63652	-1.94702	0.00630739	0.185993	0.496181	-2.58399	-2.34693	-2.63398	-2.57622	-2.78199	-1.19782	-2.00482	-1.19098	inf	-3.617822e+01	inf
4600	-2.79817	-1.48386	0.00630739	0.134722	0.451177	-2.63587	-1.71032	-2.6704	-1.88566	-2.78199	-1.41776	-2.00482	-1.79705	inf	-3.770193e+01	inf
4620	-2.82272	-2.77013	0.00630739	0.307606	0.491349	-2.76167	-2.64766	-2.82766	-2.84123	-2.78199	-1.99029	-2.00482	-1.65692	inf	-3.632434e+01	inf
4640	-2.77707	-2.00736	0.00630739	0.452234	0.463657	-2.72227	-1.79222	-2.58119	-0.88417	-2.78199	-1.48045	-2.00482	-1.30284	inf	-3.724044e+01	inf
4660	-2.65539	-1.25033	0.00630739	0.171172	0.490455	-2.61884	-1.16029	-2.6703	-1.43139	-2.78199	-1.21344	-2.00482	-1.5718	inf	-3.635176e+01	inf
4680	-2.75053	-1.52053	0.00630739	0.31989	0.484606	-2.75854	-1.52362	-2.65377	-0.866537	-2.78199	-1.28805	-2.00482	-1.82013	inf	-3.653471e+01	inf
4700	-2.76574	-1.5792	0.00630739	0.146874	0.437486	-2.79221	-1.21087	-2.82266	-1.59957	-2.78199	-1.81335	-2.00482	-2.12376	inf	-3.824755e+01	inf
4720	-2.6942	-1.55762	0.00630739	0.156256	0.495548	-2.78069	-0.963593	-2.82476	-1.3823	-2.78199	-1.56034	-2.00482	-1.76447	inf	-3.619714e+01	inf
4740	-2.73896	-0.925419	0.00630739	0.304483	0.499993	-2.81203	-2.38182	-2.81122	-2.06738	-2.78199	-0.653811	-2.00482	-0.278488	inf	-3.606562e+01	inf
4760	-2.80635	-0.763329	0.00630739	0.069743	0.494337	-2.7458	-1.10145	-2.77677	-0.923407	-2.78199	-0.59467	-2.00482	-0.907489	inf	-3.623352e+01	inf
4780	-2.7979	-1.03645	0.00630739	0.053543	0.431877	-2.81425	-0.602165	-2.7373	-0.760609	-2.78199	-0.682484	-2.00482	-0.649528	inf	-3.848394e+01	inf
4800	-2.68568	-0.82144	0.00630739	0.147307	0.489351	-2.7022	-1.37559	-2.73273	-2.06636	-2.78199	-0.453121	-2.00482	-0.398015	inf	-3.638586e+01	inf
4820	-2.82651	-0.191594	0.00630739	0.169975	0.467671	-2.81925	-0.127953	-2.7385	-0.2046	-2.78199	-0.842849	-2.00482	-1.13043	inf	-3.709879e+01	inf
4840	-2.78072	-0.483723	0.00630739	0.078326	0.477949	-2.79758	-0.311368	-2.7641	-0.279061	-2.78199	-0.753058	-2.00482	-0.73897	inf	-3.675018e+01	inf
4860	-2.78897	-0.863121	0.00630739	0.133901	0.486057	-2.75261	-0.183105	-2.65692	-0.508366	-2.78199	-0.491913	-2.00482	-0.161667	inf	-3.648879e+01	inf
4880	-2.76705	-0.128726	0.00630739	0.249109	0.478429	-2.72075	-0.545306	-2.72508	-0.711628	-2.78199	-0.443311	-2.00482	-0.414506	inf	-3.673439e+01	inf
4900	-2.77247	-0.117126	0.00630739	0.151475	0.447407	-2.73709	-0.337698	-2.66287	-0.175694	-2.78199	-0.51087	-2.00482	-0.0409667	inf	-3.784791e+01	inf
4920	-2.73329	-0.0518483	0.00630739	0.208276	0.475896	-2.73345	-0.0321976	-2.53204	-0.466273	-2.78199	-0.658545	-2.00482	-1.30238	inf	-3.681823e+01	inf
4940	-2.81608	-0.724432	0.00630739	0.116837	0.495311	-2.70443	-0.520438	-2.62327	-0.411904	-2.78199	-0.405099	-2.00482	-0.425427	inf	-3.620426e+01	inf
4960	-2.82454	-1.37946	0.00630739	0.216863	0.48186	-2.82087	-1.42903	-2.72009	-1.79167	-2.78199	-1.30577	-2.00482	-1.86911	inf	-3.662263e+01	inf
4980	-2.82269	-2.09922	0.00630739	0.276573	0.479741	-2.80658	-1.03351	-2.82737	-1.00392	-2.78199	-2.10149	-2.00482	-2.45969	inf	-3.669139e+01	inf
5000	-2.70739	-1.47337	0.00630739	0.208109	0.487906	-2.72159	-1.63235	-2.66947	-1.30042	-2.78199	-2.22499	-2.00482	-2.24298	inf	-3.643078e+01	inf
5020	-2.71855	-1.77523	0.00630739	0.155225	0.461028	-2.65988	-1.95328	-2.43422	-2.10429	-2.78199	-1.94008	-2.00482	-2.33986	inf	-3.733495e+01	inf
5040	-2.70043	-1.42456	0.00630739	0.260983	0.465879	-2.74781	-0.839848	-2.66307	-1.42794	-2.78199	-2.01888	-2.00482	-2.14512	inf	-3.716161e+01	inf
5060	-2.81347	-1.01073	0.00630739	0.108889	0.458918	-2.78156	-0.514521	-2.7674	-0.108691	-2.78199	-0.770477	-2.00482	-0.880363	inf	-3.741183e+01	inf
5080	-2.70867	-0.921137	0.00630739	0.0718204	0.447594	-2.74805	-0.956461	-2.62201	-0.767947	-2.78199	-0.631408	-2.00482	-1.09841	inf	-3.784058e+01	inf
5100	-2.68032	-0.976182	0.00630739	0.126579	0.487948	-2.76175	-1.18925	-2.79548	-1.62159	-2.78199	-1.32975	-2.00482	-1.48078	inf	-3.642947e+01	inf
5120	-2.75116	-1.1794	0.00630739	0.371072	0.442616	-2.73504	-1.20618	-2.76007	-2.40427	-2.78199	-0.636142	-2.00482	-1.23497	inf	-3.803803e+01	inf
5140	-2.80984	-1.2429	0.00630739	0.114953	0.469721	-2.78628	-1.1101	-2.66495	-0.887162	-2.78199	-1.48116	-2.00482	-1.38654	inf	-3.702766e+01	inf
5160	-2.7391	-1.25299	0.00630739	0.053116	0.462897	-2.73756	-1.33613	-2.71219	-1.21785	-2.78199	-1.30271	-2.00482	-1.2584	inf	-3.726762e+01	inf
5180	-2.81704	-0.241159	0.00630739	0.375441	0.480353	-2.78365	-0.52138	-2.63831	-1.13056	-2.78199	-0.926951	-2.00482	-0.519949	inf	-3.667147e+01	inf
5200	-2.74353	-1.17488	0.00630739	0.276685	0.485708	-2.70155	-2.18301	-2.64642	-1.43167	-2.78199	-0.538662	-2.00482	-0.943115	inf	-3.649979e+01	inf
5220	-2.80827	-0.697539	0.00630739	0.18916	0.486442	-2.78249	-1.13683	-2.73893	-1.55617	-2.78199	-1.70171	-2.00482	-1.55766	inf	-3.647665e+01	inf
5240	-2.80143	-1.89015	0.00630739	0.169738	0.48887	-2.76667	-2.12976	-2.79636	-2.00666	-2.78199	-1.43569	-2.00482	-0.523928	inf	-3.640077e+01	inf
5260	-2.80176	-1.92156	0.00630739	0.0875999	0.485544	-2.80605	-2.24519	-2.78849	-1.89782	-2.78199	-1.77675	-2.00482	-1.77243	inf	-3.650497e+01	inf
5280	-2.79699	-2.08992	0.00630739	0.186737	0.48907	-2.77253	-1.7422	-2.71826	-1.08617	-2.78199	-2.58696	-2.00482	-2.63551	inf	-3.639456e+01	inf
5300	-2.79501	-2.62261	0.00630739	0.100662	0.499293	-2.74336	-2.46279	-2.73805	-2.57811	-2.78199	-1.99189	-2.00482	-1.8017	inf	-3.608612e+01	inf
5320	-2.75647	-2.03129	0.00630739	0.129229	0.494301	-2.5823	-1.82876	-2.53177	-2.00033	-2.78199	-1.8311	-2.00482	-2.32362	inf	-3.623461e+01	inf
5340	-2.82062	-0.874067	0.00630739	0.126197	0.479139	-2.75114	-0.146244	-2.69044	-0.324414	-2.78199	-1.41127	-2.00482	-1.53004	inf	-3.671107e+01	inf
5360	-2.77771	-0.333351	0.00630739	1.4552	0.443994	-2.7836	-0.680367	-2.72894	-0.220325	-2.78199	-2.12615	-2.00482	-1.06532	inf	-3.798281e+01	inf
5380	-2.78735	-1.22114	0.00630739	2.01469	0.491465	-2.78027	-0.708154	-2.72833	-0.748751	-2.78199	-2.4837	-2.00482	-3.26095	inf	-3.632078e+01	inf
5400	-2.74837	-2.39876	0.00630739	2.40432	0.487156	-2.66874	-2.20596	-2.72164	-1.49687	-2.78199	-2.29411	-2.00482	-2.96721	inf	-3.645425e+01	inf
5420	-2.67638	-0.923987	0.00630739	4.20544	0.477403	-2.8264	-0.430429	-2.75869	-1.57833	-2.78199	-1.62531	-2.00482	-0.763699	inf	-3.676819e+01	inf
5440	-2.8224	-2.55838	0.00630739	4.71168	0.495745	-2.69669	-1.2485	-2.74538	-2.39013	-2.78199	-1.40226	-2.00482	-0.959133	inf	-3.619125e+01	inf
5460	-2.65558	-2.64109	0.00630739	4.0675	0.483034	-2.61181	-0.764897	-2.53664	-0.86277	-2.78199	-0.984836	-2.00482	-2.74938	inf	-3.658490e+01	inf
5480	-2.72066	-2.66337	0.00630739	2.90207	0.481942	-2.74782	-1.06245	-2.78215	-2.09819	-2.78199	-1.97379	-2.00482	-2.93075	inf	-3.661999e+01	inf
5500	-2.75477	-1.70254	0.00630739	1.93587	0.455371	-2.77306	-1.65838	-2.75063	-2.31907	-2.78199	-1.19236	-2.00482	-1.50814	inf	-3.754317e+01	inf
5520	-2.72684	-2.3883	0.00630739	1.51263	0.490508	-2.69875	-1.32921	-2.82431	-0.0739655	-2.78199	-1.65877	-2.00482	-0.702031	inf	-3.635016e+01	inf
5540	-2.76842	-1.23668	0.00630739	1.19493	0.488417	-2.72771	-1.15241	-2.59795	-1.53103	-2.78199	-0.870701	-2.00482	-2.79005	inf	-3.641486e+01	inf
5560	-2.77425	-1.14444	0.00630739	0.21622	0.482869	-2.81972	-0.507368	-2.67626	-0.332749	-2.78199	-0.722537	-2.00482	-0.655539	inf	-3.659018e+01	inf
5580	-2.71248	-0.206723	0.00630739	0.162515	0.497832	-2.72089	-0.320086	-2.71964	-0.738995	-2.78199	-0.661359	-2.00482	-1.11992	inf	-3.612918e+01	inf
5600	-2.74963	-0.474034	0.00630739	0.148489	0.480765	-2.81371	-0.626027	-2.75412	-0.656146	-2.78199	-0.820742	-2.00482	-0.0823287	inf	-3.665806e+01	inf
5620	-2.78409	-0.156992	0.00630739	0.0700922	0.457514	-2.74485	-0.721293	-2.66509	-0.79262	-2.78199	-0.0783034	-2.00482	-0.844486	inf	-3.746353e+01	inf
