iter	M_lnV_dist(1)	M_lnk_e(1)	V_lnV_dist(1)	V_lnk_e(1)	Ve_lnC_rest(1)	lnV_dist(1.1)	lnk_e(1.1)	lnV_dist(1.1.1)	lnk_e(1.1.1)	lnV_dist(1.2)	lnk_e(1.2)	lnV_dist(1.2.1)	lnk_e(1.2.1)	LnPrior	LnData	LnPosterior
1300	-0.412792	-1.60118	0.273783	0.155515	0.498957	-0.637746	-1.91738	-1.61179	-2.40449	-0.201028	-1.55582	-0.552659	-1.6445	3.155283e-01	-9.091171e+02	-9.088016e+02
1310	-1.00833	-0.959571	0.129306	0.155515	0.499388	-1.23794	-1.18541	-1.20058	-0.465899	-1.41543	-1.01242	-1.37225	-0.120139	-3.215340e+00	-9.083528e+02	-9.115682e+02
1320	-0.314268	-1.57169	0.301623	0.255533	0.499962	-0.630169	-1.14541	-0.848234	-0.956331	-0.739831	-0.865941	-0.817556	-0.90074	-9.230769e-01	-9.073385e+02	-9.082616e+02
1330	-0.484661	-1.47632	0.208958	0.186588	0.49764	-0.785809	-0.85834	-0.836189	-1.34375	-1.17961	-1.5178	-0.773568	-1.33367	-3.314655e-01	-9.114619e+02	-9.117934e+02
1340	-0.472892	-1.10168	0.208958	0.186588	0.499806	-0.186582	-1.42431	-0.563508	-0.931497	-0.685256	-1.34283	-1.14789	-0.797366	4.933364e-02	-9.076134e+02	-9.075641e+02
1350	-0.748741	-1.41337	0.169289	0.245424	0.499056	-1.18094	-1.13688	-1.36698	-1.27334	-0.78407	-1.61503	-1.23721	-2.13503	-6.698432e-02	-9.089419e+02	-9.090089e+02
1360	-0.996441	-0.533911	0.246976	0.107333	0.497587	-1.40268	-0.270045	-1.27857	-0.398341	-1.44155	-1.05778	-1.63471	-1.01432	-3.004081e+00	-9.115559e+02	-9.145599e+02
1370	-1.07933	-1.19016	0.224907	0.145559	0.499315	-1.59303	-0.645042	-1.70261	-0.698272	-0.808774	-1.12161	-1.14216	-1.20866	-1.377828e+00	-9.084821e+02	-9.098600e+02
1380	-0.534947	-1.1338	0.137389	0.207504	0.499651	-1.24341	-1.74244	-0.569766	-1.51019	-1.30622	-1.11732	-1.82552	-1.48536	-4.591635e+00	-9.078876e+02	-9.124793e+02
1390	-0.915948	-2.04907	0.165827	0.187081	0.499933	-0.375568	-2.08939	-0.558335	-2.416	-1.68388	-2.3394	-1.81918	-2.62832	-1.024280e+00	-9.073885e+02	-9.084128e+02
1400	-0.419546	-1.89894	0.171573	0.0578335	0.499945	-0.910234	-2.23627	-0.954406	-2.57747	-0.760415	-1.73532	-0.478041	-1.85391	2.635265e+00	-9.073683e+02	-9.047330e+02
1410	-0.631032	-2.0656	0.074271	0.0578335	0.498	-0.858791	-1.61403	-0.885408	-1.78106	-0.732279	-2.0226	-0.441362	-2.07836	4.372511e+00	-9.108191e+02	-9.064466e+02
1420	-0.810943	-2.06664	0.355181	0.0679301	0.49891	-0.999346	-2.15365	-0.675917	-1.60472	-0.578352	-1.93719	-0.76626	-1.84315	-3.286935e-01	-9.092016e+02	-9.095303e+02
1430	-0.402194	-1.86889	0.635646	0.198148	0.499339	-2.04085	-1.65131	-1.1047	-1.00566	-0.738385	-2.07526	-0.83485	-1.77812	-5.013390e+00	-9.084410e+02	-9.134544e+02
1440	-0.491268	-0.872995	0.164862	0.194322	0.499607	-0.866072	-0.924562	-1.0898	-0.548616	-1.49732	-0.722204	-1.36366	-0.593323	-1.670768e+00	-9.079662e+02	-9.096370e+02
1450	-0.879277	-0.814759	0.214081	0.0875303	0.499998	-1.24426	-0.9504	-1.2049	-1.0671	-0.627412	-0.818309	-0.160802	-1.0011	9.416250e-01	-9.072746e+02	-9.063330e+02
1460	-0.55679	-1.38441	0.088942	0.316325	0.499219	-0.958872	-1.09489	-0.856608	-0.982307	-1.19817	-1.8889	-1.27282	-1.88295	-7.951702e-01	-9.086528e+02	-9.094479e+02
1470	-0.562761	-1.62222	0.515185	0.0428941	0.499687	-1.1047	-1.36354	-1.79982	-1.55368	-1.28106	-1.1128	-0.601176	-0.8803	-4.627468e+00	-9.078232e+02	-9.124507e+02
1480	-0.719234	-1.95962	0.224001	0.322912	0.499739	-0.421937	-2.67476	-0.660925	-2.74824	-0.795414	-1.05931	-0.907735	-0.538205	-2.194613e+00	-9.077323e+02	-9.099270e+02
1490	-0.397521	-1.38642	0.0976131	0.131137	0.499668	-0.329795	-1.24358	-0.190149	-0.249233	-0.431195	-1.36478	-0.440398	-1.3579	2.697855e+00	-9.078575e+02	-9.051597e+02
1500	-0.21347	-1.09395	0.080907	0.272945	0.499102	-0.86208	-0.627579	-0.5124	-0.409054	-0.274734	-0.530777	-0.598705	-0.799897	-1.269648e+00	-9.088608e+02	-9.101304e+02
1510	-0.832576	-0.625053	0.234625	0.0455116	0.49861	-0.406483	-0.721509	-0.112586	-0.746101	-0.701475	-0.660731	-0.593134	-0.764557	8.805164e-01	-9.097339e+02	-9.088533e+02
1520	-0.834939	-0.93303	0.0960209	0.0455116	0.499081	-0.268098	-0.949697	-0.349091	-1.36265	-0.748435	-0.733491	-0.843986	-0.598604	1.274851e+00	-9.088979e+02	-9.076230e+02
1530	-0.307843	-0.764672	0.0965874	0.219683	0.49928	-0.430625	-1.07583	-0.0934017	-0.844813	-0.671157	-0.225899	-0.623199	-0.303516	1.053190e+00	-9.085454e+02	-9.074922e+02
1540	-0.627428	-1.17988	0.0606839	0.262027	0.499101	-0.673773	-0.999214	-1.10684	-0.725472	-0.424469	-1.80512	-0.643217	-1.61885	4.424674e-01	-9.088619e+02	-9.084195e+02
1550	-0.424945	-1.97196	0.126184	0.173173	0.499551	-0.72648	-1.54505	-0.931706	-1.43712	-0.143955	-2.05623	-0.100371	-2.32651	3.778250e+00	-9.080646e+02	-9.042863e+02
1560	-0.417766	-1.62871	0.527644	0.394949	0.499019	-1.01974	-1.5875	-1.84536	-1.41547	-0.52079	-2.12262	-0.926768	-0.851562	-6.402750e+00	-9.090077e+02	-9.154105e+02
1570	-0.858146	-1.52994	0.756247	0.131368	0.49972	-1.67935	-1.15061	-1.58209	-0.998209	-0.651793	-1.43359	-0.807643	-1.22908	-2.710444e+00	-9.077662e+02	-9.104766e+02
1580	-0.148568	-1.20529	0.62085	0.118739	0.49972	-1.60515	-1.07719	-1.25426	-0.789607	-0.921818	-1.44882	-1.35809	-2.00065	-4.332185e+00	-9.077662e+02	-9.120983e+02
1590	-0.223462	-1.30252	0.272589	0.0616194	0.499753	-0.352633	-0.580828	-0.710252	-0.65301	-1.41165	-1.1386	-1.27695	-1.06195	-2.587900e+00	-9.077074e+02	-9.102953e+02
1600	-0.768583	-0.43413	0.311242	0.061281	0.49904	-0.701653	-0.743851	-0.203571	-0.713076	-1.32756	-0.147738	-1.11964	-0.359787	-2.576728e+00	-9.089702e+02	-9.115469e+02
1610	-0.455385	-0.611787	1.12388	0.143132	0.498894	-0.338051	-0.466178	-0.562918	-0.164389	-0.616591	-0.479029	-1.38217	-0.0472104	-5.574688e+00	-9.092302e+02	-9.148049e+02
1620	-0.702513	-1.22039	0.0757505	0.264991	0.499569	-0.498448	-0.563284	-0.479337	-0.557004	-0.647684	-1.13114	-0.541668	-1.55844	2.001659e+00	-9.080331e+02	-9.060314e+02
1630	-0.184867	-1.71051	0.153448	0.1067	0.499812	-0.12768	-1.20729	-0.143337	-0.947365	-0.202459	-1.51162	-0.184242	-1.89479	4.619198e+00	-9.076029e+02	-9.029837e+02
1640	-0.524316	-1.89322	0.118217	0.119886	0.498725	-0.328553	-2.26448	-0.556216	-1.80797	-0.422432	-2.32076	-0.100527	-2.58572	3.170805e+00	-9.095289e+02	-9.063581e+02
1650	-0.847615	-0.944987	0.0725958	0.190431	0.499861	-1.01528	-1.04846	-0.923659	-0.702838	-0.140603	-1.15048	-0.460201	-0.662444	-1.574670e+00	-9.075162e+02	-9.090909e+02
1660	-0.202156	-1.37485	0.0628635	0.216216	0.499486	-0.243316	-0.907065	-0.12664	-1.03485	-0.456841	-1.57631	-0.366286	-1.82324	3.991965e+00	-9.081799e+02	-9.041880e+02
1670	-0.523473	-1.66196	0.130651	0.267262	0.498955	-0.919347	-1.76681	-1.03715	-0.892955	-0.288118	-1.71459	-0.0946482	-2.46668	1.928555e-03	-9.091217e+02	-9.091198e+02
1680	-0.310833	-1.45976	0.156449	0.153727	0.498907	-0.793887	-2.5007	-0.30378	-2.97883	-0.772143	-1.26111	-1.16879	-0.947976	-2.450929e+00	-9.092064e+02	-9.116573e+02
1690	-0.275918	-1.63032	0.16247	0.97891	0.49912	-0.428875	-2.47169	-0.840753	-1.91356	-0.50061	-0.873793	-0.329506	-2.51846	-5.107373e+00	-9.088279e+02	-9.139353e+02
1700	-0.529225	-1.75024	0.0429929	0.121699	0.49976	-0.52464	-1.25313	-0.554114	-1.16613	-0.48519	-1.75588	-0.577661	-1.29767	4.614963e+00	-9.076942e+02	-9.030792e+02
1710	-0.602182	-1.08943	0.0789344	0.285503	0.499966	-0.570131	-0.878691	-0.283328	-1.04005	-0.510035	-2.10414	-0.617804	-2.06222	5.696440e-01	-9.073300e+02	-9.067604e+02
1720	-0.607438	-2.14291	0.130862	0.0687832	0.499864	-0.262609	-1.85939	-0.243098	-1.65364	-0.236467	-2.31678	-0.648472	-2.18847	4.116350e+00	-9.075106e+02	-9.033942e+02
1730	-0.465538	-2.17908	0.256307	0.260422	0.499369	-0.571006	-2.45841	-0.78841	-1.6485	-0.974555	-1.79392	-0.950187	-2.35894	-1.884159e+00	-9.083871e+02	-9.102713e+02
1740	-0.465739	-1.29606	0.0820717	0.196129	0.49996	-0.481764	-1.77422	-0.439773	-1.74159	-0.731218	-1.43956	-0.451561	-1.28043	3.511099e+00	-9.073412e+02	-9.038301e+02
1750	-0.604534	-1.54853	0.0603893	0.254655	0.49996	-0.692178	-0.585377	-0.896692	-0.79413	-0.395398	-1.67056	-0.188092	-1.24685	1.087032e+00	-9.073412e+02	-9.062541e+02
1760	-0.564135	-1.16435	0.0511605	0.149292	0.499915	-0.300076	-1.19403	-0.419571	-1.60502	-0.432254	-1.1621	-0.49248	-0.690812	3.594811e+00	-9.074204e+02	-9.038256e+02
1770	-0.313837	-1.15399	0.0956774	0.100414	0.499625	-0.404326	-0.886604	-0.2635	-0.625825	-0.3469	-0.510824	-1.19255	-0.709152	1.883035e-01	-9.079340e+02	-9.077457e+02
1780	-0.510953	-0.889415	0.103278	0.138014	0.499678	-0.435415	-1.29279	-1.10169	-1.39601	-0.190857	-1.38887	-0.798594	-0.91327	-1.482890e+00	-9.078406e+02	-9.093235e+02
1790	-0.865644	-1.42756	0.0662304	0.235582	0.499097	-0.823617	-1.17735	-0.608549	-1.7186	-1.25232	-1.79157	-1.29347	-2.63381	-4.608528e-01	-9.088698e+02	-9.093307e+02
1800	-0.590204	-2.0495	0.106025	0.561058	0.499588	-0.210292	-1.76213	-0.509484	-3.00443	-0.463176	-0.801274	-0.837891	-0.968582	-3.880306e+00	-9.079993e+02	-9.118796e+02
1810	-0.133929	-1.27662	0.227462	0.274899	0.499563	-0.937874	-2.75207	-0.211053	-2.26289	-0.100727	-0.702188	-0.131092	-0.941172	-5.559439e+00	-9.080431e+02	-9.136025e+02
1820	-0.373031	-1.73735	0.142229	0.149062	0.499563	-0.450846	-1.68715	-0.55695	-1.69442	-0.46451	-1.4458	-0.477147	-1.62543	5.080103e+00	-9.080431e+02	-9.029630e+02
1830	-0.361908	-1.40406	0.365475	0.163206	0.499481	-1.22131	-1.71114	-1.22994	-1.35071	-0.271215	-1.71983	-0.0873842	-1.84468	-8.362437e-02	-9.081886e+02	-9.082722e+02
1840	-0.766206	-1.80447	0.103591	0.442158	0.499586	-1.38572	-2.32687	-1.40219	-2.13218	-0.938272	-2.0867	-1.06221	-1.8117	-1.484209e+00	-9.080022e+02	-9.094864e+02
1850	-0.648235	-2.71451	0.075162	0.264792	0.499494	-1.13116	-1.83917	-0.810914	-2.32655	-0.697118	-2.96657	-0.733106	-2.8577	-1.645736e+00	-9.081657e+02	-9.098115e+02
1860	-0.848868	-2.55063	0.307105	0.194948	0.499927	-1.03637	-1.99399	-1.04385	-2.84034	-1.05624	-2.76237	-0.909521	-2.72978	-3.624002e+00	-9.073998e+02	-9.110238e+02
1870	-0.85757	-2.21348	0.0952885	0.15291	0.499775	-1.10247	-1.93136	-1.34105	-1.98529	-0.953292	-1.75622	-0.73349	-1.61031	2.232375e+00	-9.076692e+02	-9.054368e+02
1880	-0.694402	-1.52405	0.268325	0.114352	0.499713	-1.23846	-2.44027	-0.655942	-2.76978	-1.31613	-2.23896	-0.585568	-2.01367	-6.130078e+00	-9.077773e+02	-9.139074e+02
1890	-0.518415	-1.70479	0.267603	0.223121	0.499436	-0.220183	-2.00343	-1.01377	-1.88794	-0.747107	-1.63417	-0.686474	-1.42961	3.938186e-01	-9.082687e+02	-9.078748e+02
1900	-0.766758	-2.1566	0.556602	0.193878	0.498931	-0.409518	-2.34895	-0.695256	-1.71009	-0.791987	-2.51938	-0.161245	-2.86638	-3.670791e+00	-9.091635e+02	-9.128342e+02
1910	-0.717796	-2.29971	0.12255	0.0437066	0.498518	-0.410614	-2.31791	-0.831184	-2.42017	-0.684058	-2.40279	-0.713308	-2.74178	2.962876e+00	-9.098983e+02	-9.069354e+02
1920	-0.868335	-1.94596	0.12255	0.0786983	0.499485	-0.826979	-2.1983	-1.34628	-2.21879	-0.598418	-2.00543	-0.491837	-1.62046	2.841157e+00	-9.081824e+02	-9.053412e+02
1930	-0.571016	-1.75194	0.117456	0.07465	0.498657	-0.762869	-2.13897	-1.27512	-2.07436	-1.01542	-1.64358	-1.44436	-1.19105	1.635119e+00	-9.096502e+02	-9.080151e+02
1940	-0.633799	-1.31557	0.082536	0.255211	0.499955	-1.27148	-2.44684	-1.33967	-2.15433	-1.10559	-1.10098	-0.585901	-1.78566	-5.258142e+00	-9.073502e+02	-9.126084e+02
1950	-0.986016	-1.5545	0.26811	0.413208	0.499948	-1.07375	-2.52442	-0.799679	-1.75288	-1.11078	-0.537025	-0.531004	-0.34372	-6.514214e+00	-9.073616e+02	-9.138758e+02
1960	-0.432565	-2.02581	0.067055	0.434851	0.499468	-0.281602	-1.83152	-0.723693	-1.47006	-0.88987	-1.94234	-0.465216	-1.44201	-2.628347e+00	-9.082109e+02	-9.108393e+02
1970	-0.334017	-1.7399	0.122185	0.274457	0.499701	-0.228136	-1.88613	-0.251921	-2.35278	-0.520482	-2.24964	-0.575537	-2.35027	2.880039e+00	-9.077990e+02	-9.049189e+02
1980	-0.0938475	-1.90651	0.107817	0.0972621	0.499276	-0.219861	-1.84209	-0.398379	-1.66421	-0.439402	-2.13228	-0.900269	-2.38288	4.928718e+00	-9.085527e+02	-9.036240e+02
1990	-0.164486	-1.53029	0.126603	0.0811376	0.49982	-0.542763	-1.25175	-0.52217	-1.48613	-0.282949	-2.0624	-0.357583	-1.89938	4.009543e+00	-9.075892e+02	-9.035797e+02
2000	-0.380878	-1.27488	0.387488	0.13402	0.498407	-1.19358	-1.977	-0.319696	-2.00119	-1.05986	-1.20806	-0.607857	-1.42011	-2.875773e+00	-9.100953e+02	-9.129710e+02
2010	-0.68559	-0.793223	0.427484	0.094237	0.499375	-0.226565	-1.02242	-0.147851	-0.488511	-0.933904	-0.370688	-0.19006	-0.668393	-3.332957e+00	-9.083768e+02	-9.117098e+02
2020	-0.474194	-1.24659	0.0652996	0.135057	0.499572	-0.497467	-0.890464	-0.941897	-1.11958	-0.261212	-1.33852	-0.523302	-1.23214	3.554605e+00	-9.080280e+02	-9.044734e+02
2030	-0.379988	-1.32555	0.227691	0.119618	0.498898	-0.454982	-1.28351	-0.796663	-0.934385	-0.538052	-1.08825	-0.53312	-1.07509	3.457149e+00	-9.092217e+02	-9.057645e+02
2040	-0.651169	-1.53192	0.0779666	0.227731	0.498913	-0.483298	-1.87297	-0.422944	-0.965676	-0.990257	-0.759118	-0.279984	-1.27453	-3.538287e+00	-9.091952e+02	-9.127335e+02
2050	-0.657994	-0.674388	0.181113	0.311634	0.499695	-0.480406	-1.44937	-0.830656	-0.800277	-1.24934	-1.55509	-0.936618	-1.20577	-5.376318e+00	-9.078106e+02	-9.131869e+02
2060	-0.657856	-1.23382	0.0512116	0.192747	0.499468	-0.545789	-0.529178	-0.65509	-0.132705	-0.700554	-0.463566	-1.26162	-0.643707	-1.670117e+00	-9.082111e+02	-9.098813e+02
2070	-0.45193	-0.513908	0.0992623	0.129957	0.498995	-0.386831	-0.570235	-0.446279	-0.768778	-0.529569	-0.428362	-0.167424	-0.280965	2.821057e+00	-9.090508e+02	-9.062297e+02
2080	-0.53638	-0.662789	0.251268	0.177603	0.499515	-0.450348	-0.0941177	-0.112933	-0.425303	-0.669771	-0.409025	-0.572726	-0.263775	-5.192907e-01	-9.081277e+02	-9.086470e+02
2090	-0.585087	-0.49268	0.167026	0.0994592	0.499949	-0.811002	-0.656021	-0.877484	-0.752456	-0.121627	-0.403083	-0.502452	-0.0716318	1.146966e+00	-9.073598e+02	-9.062129e+02
2100	-0.58311	-1.09316	0.13042	0.0664127	0.499936	-0.158526	-1.26265	-0.424053	-1.23336	-0.279554	-0.818605	-0.288801	-1.12457	4.146819e+00	-9.073834e+02	-9.032366e+02
2110	-0.356916	-1.31561	0.992153	0.101286	0.499401	-0.578081	-1.16867	-1.55807	-1.53655	-1.29119	-1.15663	-1.47353	-1.0203	-2.826863e+00	-9.083300e+02	-9.111568e+02
2120	-0.526821	-0.977526	0.509255	0.063407	0.499784	-0.959905	-1.19525	-0.493475	-1.36327	-0.179302	-0.975954	-0.267489	-0.956019	5.733761e-01	-9.076526e+02	-9.070793e+02
2130	-0.133173	-0.794564	0.133118	0.118925	0.499251	-0.122984	-0.815751	-0.433405	-0.768153	-0.410788	-0.751613	-0.304567	-0.920073	4.305559e+00	-9.085956e+02	-9.042900e+02
2140	-0.283322	-1.14981	0.159498	0.0385389	0.498504	-0.415001	-1.47845	-0.481585	-1.81389	-0.134465	-1.15097	-0.404115	-1.11189	2.990149e+00	-9.099231e+02	-9.069329e+02
2150	-0.253326	-1.23538	0.228346	0.113762	0.4984	-0.474049	-0.9658	-0.411578	-0.98734	-0.0896142	-1.10661	-1.95047	-1.10906	-3.177956e+00	-9.101079e+02	-9.132858e+02
2160	-0.609269	-1.0201	0.266887	0.113762	0.499976	-0.942046	-1.05337	-0.852936	-0.646257	-0.433609	-0.707856	-0.932273	-0.82674	9.735893e-01	-9.073132e+02	-9.063396e+02
2170	-0.546359	-1.23047	0.237093	0.116687	0.499828	-0.183687	-1.21815	-0.359575	-1.25561	-1.10094	-0.419948	-0.326445	-0.281865	-8.838394e-01	-9.075739e+02	-9.084577e+02
2180	-0.289201	-1.07436	0.229838	0.210565	0.499084	-0.339496	-0.3724	-0.45973	-0.163682	-0.387447	-0.763351	-0.767833	-0.778588	6.777546e-01	-9.088929e+02	-9.082152e+02
2190	-0.534118	-1.11114	0.375932	0.0869139	0.499815	-0.38268	-0.904963	-0.729085	-0.507057	-0.720296	-1.25402	-0.550413	-1.25839	1.238050e+00	-9.075972e+02	-9.063591e+02
2200	-0.629455	-0.955669	0.212563	0.087094	0.499787	-0.272544	-0.781004	-0.918644	-1.12474	-0.566295	-1.39435	-0.63323	-1.53629	9.238090e-01	-9.076470e+02	-9.067232e+02
2210	-0.922017	-0.995098	0.239272	0.059966	0.499977	-0.828425	-1.29278	-1.14513	-1.27993	-0.517333	-1.07038	-0.200127	-0.808504	5.735116e-01	-9.073110e+02	-9.067375e+02
2220	-0.53382	-0.897914	0.130884	0.212607	0.499752	-1.24143	-0.904159	-1.62434	-0.996894	-0.824607	-1.51685	-0.357134	-1.7288	-1.903488e+00	-9.077084e+02	-9.096119e+02
2230	-0.559243	-1.60908	0.184858	0.0733323	0.499555	-0.225128	-1.38436	-0.419966	-1.08661	-0.931132	-1.34344	-0.231293	-1.2787	2.676007e+00	-9.080574e+02	-9.053814e+02
2240	-0.708152	-1.76943	0.147142	0.0469973	0.499931	-0.335446	-1.84555	-0.397164	-1.85589	-0.946448	-1.70496	-0.706796	-1.62506	5.217163e+00	-9.073932e+02	-9.021760e+02
2250	-0.559401	-1.91793	0.130323	0.102664	0.499683	-0.813012	-2.37853	-0.662291	-2.9057	-1.17899	-1.5429	-0.931546	-1.43813	9.690599e-01	-9.078312e+02	-9.068621e+02
2260	-0.913638	-1.89119	0.0484159	0.0397241	0.498908	-1.05209	-1.8264	-0.61842	-1.97703	-1.22572	-2.10615	-1.33939	-2.08819	1.825477e+00	-9.092043e+02	-9.073789e+02
2270	-0.488719	-1.4792	0.27383	0.167934	0.498665	-0.202336	-1.6517	-0.101004	-1.88085	-1.50362	-1.28636	-1.89039	-1.3714	4.268718e-01	-9.096356e+02	-9.092087e+02
2280	-0.176716	-1.4145	0.674262	0.106574	0.499898	-0.217341	-1.19101	-0.549303	-1.3532	-1.68733	-2.08258	-0.746837	-2.12238	-4.115836e+00	-9.074510e+02	-9.115669e+02
2290	-0.958293	-1.67875	0.206515	0.580567	0.499679	-0.301849	-1.05712	-0.109951	-1.64339	-0.933731	-2.01089	-1.75277	-1.26886	-6.755135e+00	-9.078376e+02	-9.145927e+02
2300	-0.673687	-2.05977	0.171159	0.330669	0.499688	-0.627509	-0.653865	-1.03888	-0.357919	-1.24187	-1.73765	-1.43211	-2.10289	-3.974057e+00	-9.078221e+02	-9.117962e+02
2310	-0.68744	-1.92794	0.167391	1.76288	0.499642	-0.138379	-1.75667	-0.515172	-2.63385	-1.06032	-2.35948	-0.650775	-1.19698	-8.041482e+00	-9.079030e+02	-9.159444e+02
2320	-0.287218	-2.21054	0.388687	0.385488	0.498181	-1.15141	-2.3349	-1.78609	-2.97344	-0.339987	-2.94804	-0.567146	-2.30441	-4.666006e+00	-9.104978e+02	-9.151638e+02
2330	-0.898569	-2.16618	0.723125	0.434457	0.498722	-1.22374	-1.99116	-1.17414	-2.75895	-0.107778	-2.39549	-0.975172	-1.61368	-8.467580e+00	-9.095347e+02	-9.180022e+02
2340	-0.635976	-1.6537	0.0545232	0.790893	0.49889	-0.979392	-0.475267	-1.01083	-2.18897	-0.716949	-0.376901	-0.572033	-1.19102	-5.592528e+00	-9.092362e+02	-9.148287e+02
2350	-0.809366	-2.12578	0.05901	0.995599	0.499886	-1.31572	-2.67699	-0.631257	-1.81053	-0.567825	-0.80786	-0.823332	-2.03569	-1.128688e+01	-9.074716e+02	-9.187585e+02
2360	-0.364872	-1.64607	0.637218	0.140272	0.498983	-0.147529	-1.48438	-0.901895	-2.39748	-0.393098	-1.8462	-0.65676	-2.19319	-3.388429e+00	-9.090719e+02	-9.124604e+02
2370	-0.59107	-1.74703	0.236653	0.0769433	0.499477	-0.56739	-1.52044	-0.44073	-2.02589	-0.548516	-2.01491	-0.669033	-2.05738	2.573037e+00	-9.081953e+02	-9.056222e+02
2380	-0.865577	-1.68841	0.374601	0.0711407	0.499835	-0.318345	-1.74006	-0.187621	-1.85081	-0.494687	-2.20579	-0.407501	-2.71996	-1.767826e+00	-9.075617e+02	-9.093295e+02
2390	-0.813268	-1.68841	0.138042	0.180976	0.498432	-0.914515	-1.51809	-0.663795	-1.39229	-0.738416	-1.95223	-0.827467	-2.02215	2.994770e+00	-9.100507e+02	-9.070559e+02
2400	-0.881915	-1.62514	0.138042	0.180976	0.499887	-0.730597	-1.49386	-0.849978	-1.84759	-0.476892	-2.02314	-0.613905	-1.72142	1.552715e+00	-9.074698e+02	-9.059171e+02
2410	-0.696161	-1.68039	0.958106	0.138984	0.496191	-0.790656	-2.39632	-1.97192	-2.58611	-0.675323	-1.50378	-0.689914	-1.93575	-5.212724e+00	-9.140537e+02	-9.192665e+02
2420	-0.665732	-2.04023	0.0602056	0.254706	0.498038	-1.13548	-2.41669	-1.43042	-1.38354	-0.529477	-2.41184	-0.485231	-2.22346	-1.264323e+00	-9.107515e+02	-9.120158e+02
2430	-0.785607	-2.27014	0.173757	0.35436	0.499682	-0.80686	-2.06729	-1.5446	-2.4025	-0.397055	-2.28612	-0.246712	-2.82176	-2.549692e+00	-9.078333e+02	-9.103830e+02
2440	-0.513949	-2.07688	0.411354	0.122317	0.499793	-1.38019	-2.58864	-1.27633	-2.51876	-0.421854	-2.50918	-0.913935	-2.19376	-1.337518e+00	-9.076357e+02	-9.089732e+02
2450	-0.139351	-2.28636	0.472564	0.122317	0.499521	-1.00521	-2.55245	-1.44337	-2.76176	-0.351298	-2.5695	-1.42372	-2.07239	-3.043962e+00	-9.081176e+02	-9.111616e+02
2460	-0.743917	-1.83267	0.053637	0.118759	0.49992	-0.76214	-1.56476	-0.324782	-1.51015	-0.922107	-1.35927	-1.04992	-1.33315	2.948609e+00	-9.074125e+02	-9.044639e+02
2470	-0.584658	-1.35232	0.148424	0.133685	0.499744	-0.55183	-1.67408	-1.61481	-1.8148	-0.692258	-1.86286	-1.45755	-1.24483	-3.584711e+00	-9.077235e+02	-9.113083e+02
2480	-0.738032	-1.70176	1.49595	0.133685	0.498997	-1.93347	-1.60623	-1.81341	-1.24338	-0.988042	-1.73697	-0.962963	-2.20056	-5.146929e+00	-9.090466e+02	-9.141936e+02
2490	-0.558246	-1.25848	0.0697396	0.133685	0.499127	-0.989529	-1.28035	-1.60793	-1.18451	-0.650307	-1.77415	-0.569922	-1.92153	9.819377e-01	-9.088164e+02	-9.078344e+02
2500	-0.644712	-2.36999	0.244252	0.0938403	0.499353	-1.36798	-2.08698	-1.0321	-2.0892	-1.34647	-2.1325	-1.20763	-2.43098	-3.403520e-01	-9.084162e+02	-9.087566e+02
2510	-0.984972	-1.89937	0.488486	0.0938403	0.498983	-0.785783	-2.00227	-1.02606	-1.75821	-0.947129	-1.88777	-1.95837	-1.39619	-2.819493e+00	-9.090721e+02	-9.118916e+02
2520	-0.565028	-2.03004	0.209424	0.0938403	0.499606	-0.528488	-2.03044	-0.783891	-2.03944	-1.33039	-1.85227	-1.31399	-2.14069	2.703282e+00	-9.079676e+02	-9.052643e+02
2530	-1.20711	-1.30973	0.0566569	0.0938403	0.498846	-1.16582	-1.38931	-1.18093	-1.98244	-1.47421	-0.787309	-1.8135	-1.23696	-2.349060e+00	-9.093149e+02	-9.116640e+02
2540	-0.963892	-1.35747	0.0566569	0.110707	0.499451	-1.19949	-0.847131	-1.05583	-1.06631	-0.728816	-1.80434	-0.602091	-2.06059	1.519552e+00	-9.082413e+02	-9.067218e+02
2550	-0.869536	-1.14797	0.172383	0.203028	0.499189	-1.92759	-1.06993	-1.4944	-1.15773	-0.702408	-1.22511	-0.605404	-1.57519	-2.187685e+00	-9.087056e+02	-9.108933e+02
2560	-0.778731	-1.34124	0.1408	0.714551	0.498849	-1.80443	-1.07014	-1.87611	-2.20895	-0.541458	-0.672704	-0.356754	-1.95982	-8.206694e+00	-9.093099e+02	-9.175166e+02
2570	-0.817748	-1.86012	0.857027	0.277321	0.49917	-0.658966	-1.02368	-0.420117	-1.29371	-0.975736	-0.55471	-0.786811	-0.397566	-8.932279e+00	-9.087396e+02	-9.176718e+02
2580	-0.442727	-0.925816	0.184741	0.322866	0.498234	-0.26017	-0.0385427	-0.409233	-0.676429	-0.314785	-0.277877	-0.216622	-0.180089	-8.995718e-01	-9.104026e+02	-9.113022e+02
2590	-0.456177	-1.45692	0.0843759	0.0510248	0.499536	-0.671605	-1.37231	-0.593409	-1.54486	-0.772176	-1.70878	-0.753384	-1.41857	5.071376e+00	-9.080917e+02	-9.030203e+02
2600	-0.606679	-1.3878	0.0843759	0.119138	0.499304	-0.523297	-2.06084	-0.563337	-2.01981	-0.856842	-2.08072	-0.648229	-2.43262	1.447688e+00	-9.085020e+02	-9.070544e+02
