"","idChemical","strName","strCAS","strMF","Source","Type","numValue","RfDConsistent","dateAssessed","strHyperlink","strDateAssessed","strReference","POD type","numPOD","strUnitsPOD","BMR Type","strCriticalEffect","Adjusted","Route to Route","Animal to Human","strDR","numUF","numUFa","numUFh","numUFs","numUFl","numUFd","numUFother","UFsConsistent","strUFother","strRelatedCompound","Species","Strain","Sex","Route","intHoursPerDay","intDaysPerWeek","strDuration","Duration type","Organ","tblOrgan_strSex","strMOA","idEffect","Effect","tblEffect_strSex","DR Type","strEffectPOD","CV Type","strDoseUnits","strResponseUnits","strDoseConvertedUnits","strDoseHEqUnits","strComment","intDoseOrder","numDose","numDoseConverted","numDoseHEq","intAnimals","intAnimalsEffected","numMeanResponse","numSDResponse"
"30",211,"Aldrin","309002","C12H8Cl6","IRIS","Oral Slope Factor (1/mg/kg-day)",17,NA,1993-07-01,"http://www.epa.gov/iris/subst/0130.htm","7/1/1993","Davis, K.J. 1965. Pathology report on mice fed dieldrin, aldrin, heptachlor, or heptachlor epoxide for two years. Internal FDA memorandum to Dr. A.J. Lehrman, July 19.",NA,NA,NA,"Other","liver carcinoma","No","None","NA","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","C3H","M/F","Oral diet",NA,NA,"2","Years","liver","Both","MOA Data",149,"neoplasia","M","Dichotomous","liver carcinoma",NA,"ppm",NA,NA,"mg/kg-day","Incidence data referenced in source as ""Davis, 1965 reevaluated by Reuber (cited in Epstein, 1975).",NA,0,NA,0,73,22,NA,NA
"31",211,"Aldrin","309002","C12H8Cl6","IRIS","Oral Slope Factor (1/mg/kg-day)",17,NA,1993-07-01,"http://www.epa.gov/iris/subst/0130.htm","7/1/1993","Davis, K.J. 1965. Pathology report on mice fed dieldrin, aldrin, heptachlor, or heptachlor epoxide for two years. Internal FDA memorandum to Dr. A.J. Lehrman, July 19.",NA,NA,NA,"Other","liver carcinoma","No","None","NA","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","C3H","M/F","Oral diet",NA,NA,"2","Years","liver","Both","MOA Data",149,"neoplasia","M","Continuous","liver carcinoma: incidence in Davis 1965",NA,NA,NA,NA,"mg/kg/day",NA,NA,0,NA,0,NA,NA,73,22
"32",211,"Aldrin","309002","C12H8Cl6","IRIS","Oral Slope Factor (1/mg/kg-day)",17,NA,1993-07-01,"http://www.epa.gov/iris/subst/0130.htm","7/1/1993","NCI (National Cancer Institute). 1978. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHEW Publication No. (NIH) 78-821. NCI Carcinogenesis Tech. Rep. Ser. No. 21. NCI-C6-TR-21.",NA,NA,NA,"Other","liver carcinoma","No","None","NA","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","B6C3F1","M/F","Oral diet",NA,NA,"80","Weeks","liver","M","MOA Data",152,"neoplasia","M","Dichotomous","liver carcinoma",NA,"ppm",NA,NA,"mg/kg-day",NA,NA,0,NA,0,20,3,NA,NA
"33",211,"Aldrin","309002","C12H8Cl6","IRIS","RfD (mg/kg/day)",3e-05,0.83,1988-03-01,"http://www.epa.gov/iris/subst/0130.htm","3/1/1988","Fitzhugh, O.G., A.A. Nelson, and M.L. Quaife. 1964. Chronic oral toxicity of aldrin and dieldrin in rats and dogs. Food Cosmet. Toxicol. 2: 551-562.","LOAEL",0.025,"mg/kg/day",NA,"Liver toxicity","No","None","None","No",1000,10,10,NA,10,NA,NA,TRUE,NA,NA,"Rat",NA,"M/F","Oral diet",NA,NA,"2","Years","liver","Both","None",144,"nonneoplastic histopathology","Both","Dichotomous","Liver toxicity (liver lesions were characterized by enlarged centrilobular hepatic cells, with increased cytoplasmic oxyphilia, and peripheral migration of basophilic granules)",NA,"ppm",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"34",211,"Aldrin","309002","C12H8Cl6","IRIS","Inhalation Unit Risk (1/μg/m3)",0.0049,NA,1993-07-01,"http://www.epa.gov/iris/subst/0130.htm","7/1/1993","Davis, K.J. 1965. Pathology report on mice fed dieldrin, aldrin, heptachlor, or heptachlor epoxide for two years. Internal FDA memorandum to Dr. A.J. Lehrman, July 19.",NA,NA,NA,NA,"Liver carcinomas (unit risk was calculated from the oral data used to derive the OSF).",NA,"Other",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","C3H","M/F","Oral diet",NA,NA,"2","Years","liver","Both","MOA Data",1383,"neoplasia","Both",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",211,"Aldrin","309002","C12H8Cl6","IRIS","Inhalation Unit Risk (1/μg/m3)",0.0049,NA,1993-07-01,"http://www.epa.gov/iris/subst/0130.htm","7/1/1993","NCI (National Cancer Institute). 1978. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHEW Publication No. (NIH) 78-821. NCI Carcinogenesis Tech. Rep. Ser. No. 21. NCI-C6-TR-21.",NA,NA,NA,"Other","Liver carcinomas (unit risk was calculated from the oral data used to derive the OSF).",NA,"Other",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","B6C3F1","M/F","Oral diet",NA,NA,"80","Weeks","liver","Both","MOA Data",1388,"neoplasia","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",211,"Aldrin","309002","C12H8Cl6","IRIS","RfD (mg/kg/day)",3e-05,0.83,1988-03-01,"http://www.epa.gov/iris/subst/0130.htm","3/1/1988","Fitzhugh, O.G., A.A. Nelson, and M.L. Quaife. 1964. Chronic oral toxicity of aldrin and dieldrin in rats and dogs. Food Cosmet. Toxicol. 2: 551-562.","LOAEL",0.025,"mg/kg/day",NA,"Liver toxicity","No","None","None","No",1000,10,10,NA,10,NA,NA,TRUE,NA,NA,"Rat",NA,"M/F","Oral diet",NA,NA,"2","Years","liver","Both","None",145,"organ weight","Both","Continuous","Liver toxicity (increased liver-to-body weight ratio)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",211,"Aldrin","309002","C12H8Cl6","IRIS","RfD (mg/kg/day)",3e-05,0.83,1988-03-01,"http://www.epa.gov/iris/subst/0130.htm","3/1/1988","Fitzhugh, O.G., A.A. Nelson, and M.L. Quaife. 1964. Chronic oral toxicity of aldrin and dieldrin in rats and dogs. Food Cosmet. Toxicol. 2: 551-562.","LOAEL",0.025,"mg/kg/day",NA,"Liver toxicity","No","None","None","No",1000,10,10,NA,10,NA,NA,TRUE,NA,NA,"Rat",NA,"M/F","Oral diet",NA,NA,"2","Years","liver","Both","None",145,"organ weight","Both","Dichotomous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",495,"Benzidine","92875","C12H12N2","IRIS","RfD (mg/kg/day)",0.003,0.9,1995-02-01,"http://www.epa.gov/iris/subst/0135.htm","2/1/1995","Littlefield, N.A., C.J. Nelson and C.H. Frith. 1983. Benzidine dihydrochloride: Toxicological assessments in mice during chronic exposures. J. Toxicol. Environ. Health. 12: 671-685.","LOAEL",2.7,"mg/kg/day","NA","Brain cell vacuolization; liver cell alterations in females","No","None","None","Yes",1000,10,10,NA,10,NA,NA,TRUE,NA,NA,"Mouse","C57/B1","M/F","Oral drinking water",NA,NA,"33","Months","liver","Both","None",2526,"nonneoplastic histopathology","M","Dichotomous","liver cell alterations (MC strain)",NA,"ppm",NA,NA,NA,"72-120 mice per group",NA,0,NA,NA,NA,1,NA,NA
"39",495,"Benzidine","92875","C12H12N2","IRIS","RfD (mg/kg/day)",0.003,0.9,1995-02-01,"http://www.epa.gov/iris/subst/0135.htm","2/1/1995","Littlefield, N.A., C.J. Nelson and C.H. Frith. 1983. Benzidine dihydrochloride: Toxicological assessments in mice during chronic exposures. J. Toxicol. Environ. Health. 12: 671-685.","LOAEL",2.7,"mg/kg/day","NA","Brain cell vacuolization; liver cell alterations in females","No","None","None","Yes",1000,10,10,NA,10,NA,NA,TRUE,NA,NA,"Mouse","C57/B1","M/F","Oral drinking water",NA,NA,"33","Months","liver","Both","None",2524,"nonneoplastic histopathology","F","Dichotomous","liver cell alterations (F1 strain)",NA,"ppm",NA,NA,NA,"72-120 mice per group",NA,0,NA,NA,NA,2,NA,NA
"40",495,"Benzidine","92875","C12H12N2","IRIS","RfD (mg/kg/day)",0.003,0.9,1995-02-01,"http://www.epa.gov/iris/subst/0135.htm","2/1/1995","Littlefield, N.A., C.J. Nelson and C.H. Frith. 1983. Benzidine dihydrochloride: Toxicological assessments in mice during chronic exposures. J. Toxicol. Environ. Health. 12: 671-685.","LOAEL",2.7,"mg/kg/day","NA","Brain cell vacuolization; liver cell alterations in females","No","None","None","Yes",1000,10,10,NA,10,NA,NA,TRUE,NA,NA,"Mouse","C57/B1","M/F","Oral drinking water",NA,NA,"33","Months","brain","Both","None",2523,"nonneoplastic histopathology","F","Dichotomous","Brain cell vacuolization (MC strain)",NA,"ppm",NA,NA,NA,"72-120 mice per group",NA,0,NA,NA,NA,1,NA,NA
"41",495,"Benzidine","92875","C12H12N2","IRIS","Inhalation Unit Risk (1/μg/m3)",0.067,NA,1993-07-01,"http://www.epa.gov/iris/subst/0135.htm","7/1/1993","Zavon, M.R. 1973. Benzidine exposure as a cause of bladder tumors. Arch. Environ. Health. 27: 1-7.",NA,NA,NA,NA,"bladder tumors","Yes","None","NA","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Human",NA,"M","Inhalation",NA,NA,"<13","Years","bladder","Both","None",1445,"neoplasia","M","Dichotomous","bladder tumors",NA,NA,NA,NA,NA,"The slope factor (B) was calculated using the model  P = 1-exp [-Bdt **3] or
 B = [-ln (1-13/25)] / [0.0063 x (56.5/71.3) **3] = 234.13 per mg/kg-day where:  13/25 = observed bladder tumor incidence; 0.0063 mg/kg/day = daily lifetime exposure calculated from a mean urine benzidine level of 0.04 mg/L at the end of workshift, 1.2 L/day average urine output, a 1.45% recovery factor in urine, 70 kg bw, 240 work days/ year, 11.46 average exposure duration, and 56.5 years average cohort age at the end of the study; and 71.3 years = average life span in U.S.",NA,NA,NA,NA,NA,NA,NA,NA
"42",495,"Benzidine","92875","C12H12N2","IRIS","Oral Slope Factor (1/mg/kg-day)",230,NA,1993-07-01,"http://www.epa.gov/iris/subst/0135.htm","7/1/1993","Zavon, M.R. 1973. Benzidine exposure as a cause of bladder tumors. Arch. Environ. Health. 27: 1-7.",NA,NA,NA,"NA","bladder tumors","NA","Other","NA","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Human","C57/B1","M","Inhalation",NA,NA,"<13","Years","bladder","Both","None",2522,"neoplasia","Both",NA,"bladder tumors",NA,NA,NA,NA,NA,"The oral risk estimates were calculated from the inhalation exposure data",NA,NA,NA,NA,NA,NA,NA,NA
"43",495,"Benzidine","92875","C12H12N2","CalEPA","Oral Slope Factor (mg/kg-day)-1",500,NA,NA,"http://www.oehha.ca.gov/air/hot_spots/2009/AppendixB.pdf","1988","Zavon MR, Hoegg U and Bingham E. 1973. Benzidine exposure as a cause of bladder tumors. Arch Environ Health 27:1-7.

Allen RC, Ship AM, Crump KS, et al. 1987. Investigation of Cancer Risk Assessment Methods: Vol. 1. Introduction and Epidemiology. Office of Health and Carcinoma Assessment, EPA, Washington DC, EPA/600/6-87/0516 (NHS PB88-127113).

US Environmental Protection Agency (US EPA). 1986. Health and Environmental Effects Profile for Benzidine. EPA/600/8-86/157. NHS PB88-219431. Environmental Assessment Office of Research and Development, Cincinnati, OH.

US Environmental Protection Agency (US EPA). 1987. Health Effects Assessment for Benzidine. EPA/600/8-88/019. Prepared by the Office of Health and Environmental Assessment for the Office of Research and Development, Cincinnati, OH.

US Environmental Protection Agency (US EPA). 1988. Integrated Risk Information System: Benzidine. EPA Environmental Criteria and Assessment Office, Cincinnati, OH.",NA,NA,NA,"10% ER","bladder and kidney tumors","Yes","Other","NA","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Human",NA,"Unspecified","Inhalation",8,5,"3-28","Years","combined","Both","None",2803,"neoplasia","Both",NA,"bladder and kidney tumors",NA,NA,NA,NA,NA,"Exposure levels were established using the daily urine concentration estimation of 0.023 mg/l (Allen et al 1987).  Assuming 1.5 L/day urinary output, 70 kg body weight, 240 work days per year, and average duration of exposure 11.46 yrs in a cohort of 56.5 yrs average age, lifetime average exposure is 0.0044 mg/kg-day. Using the US EPA (1986, 1987, 1988) methodology and the upper 95% confidence bound on incidence [p(t) = 0.68], the cancer potency is 5.0 E+2 (mg/kg-day)-1.",NA,NA,NA,NA,NA,NA,NA,NA
"44",495,"Benzidine","92875","C12H12N2","IRIS","RfD (mg/kg/day)",0.003,0.9,1995-02-01,"http://www.epa.gov/iris/subst/0135.htm","2/1/1995","Littlefield, N.A., C.J. Nelson and C.H. Frith. 1983. Benzidine dihydrochloride: Toxicological assessments in mice during chronic exposures. J. Toxicol. Environ. Health. 12: 671-685.","LOAEL",2.7,"mg/kg/day","NA","Brain cell vacuolization; liver cell alterations in females","No","None","None","Yes",1000,10,10,NA,10,NA,NA,TRUE,NA,NA,"Mouse","C57/B1","M/F","Oral drinking water",NA,NA,"33","Months","brain","Both","None",1444,"nonneoplastic histopathology","F","Dichotomous","Brain cell vacuolization (F1 strain)",NA,NA,NA,NA,NA,"Primary reference gives percentage of mice affected but not number of mice surviving or evaluated for this endpoint; data not entered in database.",NA,NA,NA,NA,NA,NA,NA,NA
"45",176,"Benzo(b)Fluoranthene","205992","C20H12","CalEPA","Inhalation Unit Risk (1/μg/m3)",0.00011,NA,NA,"http://www.oehha.ca.gov/air/hot_spots/2009/AppendixB.pdf","1993","Thyssen J, Althoff J, Kimmerle G and Mohr U. 1981. Inhalation studies with benzo[a]pyrene in Syrian Golden hamsters. JNCI 66:575-577.

U.S. Environmental Protection Agency (US EPA). 1984. Health Effects Assessment for Benzo[a]pyrene. EPA 540/1-86-022. Environmental Criteria and Assessment Office, Cincinnati, OH.",NA,NA,NA,"10% ER","respiratory tract tumors","Yes","None","BW2/3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"benzo(a)pyrene","Hamster","Golden Syrian","M","Inhalation",NA,NA,"96","Weeks","tracheobronchial","Both","MOA Evaluation",2575,"neoplasia","Both","Dichotomous","respiratory tract tumors",NA,NA,NA,NA,NA,"Inhalation unit risk was extrapolated from BaP inhalation study (see BaP database entry for dose-response data and methodology) using a potency equivalency factor of 0.1.",NA,NA,NA,NA,NA,NA,NA,NA
"46",176,"Benzo(b)Fluoranthene","205992","C20H12","CalEPA","Oral Slope Factor (mg/kg-day)-1",1.2,NA,NA,"http://www.oehha.ca.gov/air/hot_spots/2009/AppendixB.pdf","1993","Neal J and Rigdon RH. 1967. Gastric tumors in mice fed benzo[a]pyrene: a quantitative study. Texas Reports Biol Med 25:553-557.

U.S. Environmental Protection Agency (US EPA). 1984. Health Effects Assessment for Benzo[a]pyrene. EPA 540/1-86-022. Environmental Criteria and Assessment Office, Cincinnati, OH.",NA,NA,NA,"10% ER","gastric tumors","NA","None","BW2/3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"benzo(a)pyrene","Mouse","CFW","M/F","Oral diet",NA,NA,"4-6","Months","stomach/forestomach","Both","MOA Evaluation",2576,"neoplasia","Both","Dichotomous","gastric tumors",NA,NA,NA,NA,NA,"Oral slope factor was extrapolated from BaP feeding study (see BaP database entry for dose-response data and methodology) using a potency equivalency factor of 0.1.",NA,NA,NA,NA,NA,NA,NA,NA
"47",71,"Bis(2-Ethylhexyl)Phthalate","117817","C24H38O4","CalEPA","Oral Slope Factor (mg/kg-day)-1",0.0084,NA,NA,"http://www.oehha.ca.gov/air/hot_spots/2009/AppendixB.pdf","1988","National Toxicology Program (NTP). 1982. Carcinogenesis bioassay of di-(2-ethylhexyl)phthalate (CAS No. 117-81-7) in F344 rats and B6C3F1 mice (feed study). NTP Tech Rep Ser TR No. 217, NTP, Research Triangle Park, NC.

US Environmental Protection Agency (US EPA). 1987. Health and environmental effects profile for phthalilc acid alkyl, aryl and alkyl/aryl esters. Draft document dated September 1987. ECAO/OHEA, US EPA, Cincinnati, OH.",NA,NA,NA,"10% ER","hepatocellular carcinoma","NA","None","BW2/3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","B6C3F1","M/F","Oral diet",NA,NA,"103","Weeks","liver","Both","None",2823,"neoplasia","M","Dichotomous","hepatocellular carcinoma",NA,"ppm diet",NA,"mg/kg/day",NA,"Dose conversions were conducted by the U.S. EPA (1987).",NA,0,0,NA,50,9,NA,NA
"48",71,"Bis(2-Ethylhexyl)Phthalate","117817","C24H38O4","ATSDR","Chronic Oral MRL (mg/kg/day)",0.06,0.97,NA,"http://www.atsdr.cdc.gov/ToxProfiles/tp9.pdf","9/2002","David RM, Moore MR, Finney DC, et al. 2000a. Chronic toxicity of di(2-ethylhexyl)phthalate in rats. Toxicol Sci 55:433-443.","NOAEL",5.8,"mg/kg/day","NA","testicular toxicity","NA","None","None","Yes",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Fischer 344","M/F","Oral diet",NA,NA,"104","Weeks","male repro","M","MOA Evaluation",3596,"organ weight","M","Dichotomous","bilateral aspermatogenesis",NA,"ppm diet",NA,"mg/kg-day",NA,NA,NA,0,0,NA,64,37,NA,NA
"49",71,"Bis(2-Ethylhexyl)Phthalate","117817","C24H38O4","CalEPA","Inhalation Unit Risk (1/μg/m3)",2.4e-06,NA,NA,"http://www.oehha.ca.gov/air/hot_spots/2009/AppendixB.pdf","1988","National Toxicology Program (NTP). 1982. Carcinogenesis bioassay of di-(2-ethylhexyl)phthalate (CAS No. 117-81-7) in F344 rats and B6C3F1 mice (feed study). NTP Tech Rep Ser TR No. 217, NTP, Research Triangle Park, NC.

US Environmental Protection Agency (US EPA). 1987. Health and environmental effects profile for phthalilc acid alkyl, aryl and alkyl/aryl esters. Draft document dated September 1987. ECAO/OHEA, US EPA, Cincinnati, OH.",NA,NA,NA,"10% ER","hepatocellular carcinoma","NA","Simple","BW2/3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","B6C3F1","M/F","Oral diet",NA,NA,"103","Weeks","liver","Both","None",2824,"neoplasia","M",NA,NA,NA,NA,NA,NA,NA,"IUR was calculated from the cancer slope factor (see accompanying record) assuming a 70 kg average human body weight, 20 m3/day human breathing rate, and 100% fractional absorption.",NA,NA,NA,NA,NA,NA,NA,NA
"50",71,"Bis(2-Ethylhexyl)Phthalate","117817","C24H38O4","IRIS","RfD (mg/kg/day)",0.02,0.95,1991-05-01,"http://www.epa.gov/iris/subst/0014.htm","5/1/1991","Carpenter, C.P., C.S. Weil and H.F. Smyth. 1953. Chronic oral toxicity of di(2-ethylhexyl)phthalate for rats and guinea pigs. Arch. Indust. Hyg. Occup. Med. 8: 219-226.","LOAEL",19,"mg/kg/day","NA","Increased relative liver weight","No","None","None","No",1000,10,10,10,NA,NA,NA,TRUE,NA,NA,"Other",NA,"M/F","Oral diet",NA,NA,"1","Years","liver","F","None",1619,"organ weight","F",NA,NA,NA,NA,NA,NA,NA,"No incidence data reported in primary source",NA,NA,NA,NA,NA,NA,NA,NA
"51",371,"Cadmium","7440439","Cd","IRIS","RfD (mg/kg/day)",5e-04,1,1994-02-01,"http://www.epa.gov/iris/subst/0141.htm","2/1/1994","U.S. EPA. 1985. Drinking Water Criteria Document on Cadmium. Office of Drinking Water, Washington, DC. (Final draft)","NOAEL",0.005,"mg/kg/day","NA","proteinuria ( estimated from toxicokinetic model)","No","None","NA","No",10,NA,10,NA,NA,NA,NA,TRUE,NA,NA,"Human",NA,NA,"Oral drinking water",NA,NA,NA,"Duration","kidneys","Both","None",1999,"clinical chemistry","Both","Continuous","proteinuria ( estimated from toxicokinetic model)",NA,NA,NA,NA,NA,"Effect level estimated from toxicokinetic model",NA,NA,NA,NA,NA,NA,NA,NA
"52",371,"Cadmium","7440439","Cd","IRIS","Inhalation Unit Risk (1/μg/m3)",0.0018,NA,1992-06-01,"http://www.epa.gov/iris/subst/0141.htm","6/1/1992","Thun, M.J., T.M. Schnorr, A.B. Smith and W.E. Halperin. 1985. Mortality among a cohort of U.S. cadmium production workers: An update. J. Natl. Cancer Inst. 74(2): 325-333.",NA,NA,NA,"Other","lung, trachea, bronchus cancer deaths","Yes","None","None","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Human",NA,"M",NA,NA,NA,NA,"Duration","lung","Both","None",1448,"other","Both","Continuous","lung, trachea, bronchus cancer deaths",NA,NA,NA,"µg/m3 (ADJ)",NA,"concentrations are the 24-hour equivalent (median observation x lE+3 x 8/24 x 1/365 x 240/365)",NA,NA,168,NA,261,2,NA,NA
"53",371,"Cadmium","7440439","Cd","IRIS","Inhalation Unit Risk (1/μg/m3)",0.0018,NA,1992-06-01,"http://www.epa.gov/iris/subst/0141.htm","6/1/1992","Thun, M.J., T.M. Schnorr, A.B. Smith and W.E. Halperin. 1985. Mortality among a cohort of U.S. cadmium production workers: An update. J. Natl. Cancer Inst. 74(2): 325-333.",NA,NA,NA,"Other","lung, trachea, bronchus cancer deaths","Yes","None","None","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Human",NA,"M",NA,NA,NA,NA,"Duration","lung","Both","None",1448,"other","Both","Continuous","lung, trachea, bronchus cancer deaths",NA,NA,NA,"µg/m3 (ADJ)",NA,"concentrations are the 24-hour equivalent (median observation x lE+3 x 8/24 x 1/365 x 240/365)",NA,NA,2522,NA,261,7,NA,NA
"54",371,"Cadmium","7440439","Cd","IRIS","Inhalation Unit Risk (1/μg/m3)",0.0018,NA,1992-06-01,"http://www.epa.gov/iris/subst/0141.htm","6/1/1992","Thun, M.J., T.M. Schnorr, A.B. Smith and W.E. Halperin. 1985. Mortality among a cohort of U.S. cadmium production workers: An update. J. Natl. Cancer Inst. 74(2): 325-333.",NA,NA,NA,"Other","lung, trachea, bronchus cancer deaths","Yes","None","None","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Human",NA,"M",NA,NA,NA,NA,"Duration","lung","Both","None",1448,"other","Both","Continuous","lung, trachea, bronchus cancer deaths",NA,NA,NA,"µg/m3 (ADJ)",NA,"concentrations are the 24-hour equivalent (median observation x lE+3 x 8/24 x 1/365 x 240/365)",NA,NA,727,NA,261,7,NA,NA
"55",371,"Cadmium","7440439","Cd","IRIS","RfD (mg/kg/day)",0.001,1,1994-02-01,"http://www.epa.gov/iris/subst/0141.htm","2/1/1994","U.S. EPA. 1985. Drinking Water Criteria Document on Cadmium. Office of Drinking Water, Washington, DC. (Final draft)","NOAEL",0.01,"mg/kg/day","NA","Significant proteinuria (food; estimated from toxicokinetic model)","No","None","None","No",10,NA,10,NA,NA,NA,NA,TRUE,NA,NA,"Human",NA,NA,"Oral diet",NA,NA,NA,"Duration","kidneys","Both","None",1447,"clinical chemistry","Both","Continuous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",896,"Chlorpyrifos","2921882",NA,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.001,1,NA,"http://www.atsdr.cdc.gov/ToxProfiles/tp84.pdf","9/1997","McCollister SB, Kociba RJ, Humiston CG. et al. 1974. Studies of the acute and long term oral toxicity of chlorpyrifos (O,O diethyl O (3,5,6 trichloro 2 pyridyl) phosphorothioate) Food Cosmet Toxico1 12(1):(45-61).","NOAEL",0.1,"mg/kg/day","NA","Acetylcholinesterase inhibition","No","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Sherman","M/F","Oral diet",NA,NA,"2","Years","PNS","Both","MOA Determination",4000,"neurotransmitter","Both",NA,NA,NA,NA,NA,NA,NA,"Data presented graphically or without variability measure",NA,NA,NA,NA,NA,NA,NA,NA
"57",896,"Chlorpyrifos","2921882",NA,"OPP","Chronic RfD (mg/kg/day)",3e-04,NA,NA,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,2921-88-2",NA,"Primary sources?","NOAEL",0.03,"mgkg-day",NA,"Significant plasma and RBC cholinesterase inhibition (Weight of Evidence from 5 studies: 2 year dog, 90 day dog, 2 year rat, 90 day rat, developmental neurotoxicity rat study)",NA,NA,NA,"No",100,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",158,"Chromium(VI) ion","18540299",NA,"IRIS","RfC (mg/m3)",8e-06,NA,1998-09-03,"http://www.epa.gov/iris/subst/0144.htm","9/3/1998","Lindberg, E; Hedensteirna, G. (1983) Chrome plating: Symptoms, finding in the upper airways and effects on lung function. Arch Environ Health 38:367-374.","LOAEL",0.000714,"mg/m3","NA","Nasal septum atrophy 
(Chromic acid mists and dissolved Cr (VI) aerosols)","Yes","None","None","Yes",90,NA,10,3,3,NA,NA,NA,NA,NA,"Human",NA,"M/F","Inhalation",NA,NA,"4.5","Years","nasal passages","Both","None",2035,"other","Both","Dichotomous","Nasal septum atrophy",NA,NA,NA,NA,NA,"Epi data not compatible with dose-response format.  Incidence: 4/19 workers at mean exposures < 0.002 mg/m3; 8/24 at mean exposures of > 0.002 mg/m3; 0/19 in controls.  0.002 mg/m3 exposure converted to continuous equivalent of 0.000714 as follows:  LOAELc = 0.002 mg/m3 x (Mvho/MVh) x 5 days/7 days",NA,NA,NA,NA,NA,NA,NA,NA
"59",158,"Chromium(VI) ion","18540299",NA,"IRIS","RfC (mg/m3)",1e-04,NA,1998-09-03,"http://www.epa.gov/iris/subst/0144.htm","9/3/1998","Glaser, U; Hochrainer, D; Steinhoff, D. (1990) Investigation of irritating properties of inhaled Cr(VI) with possible influence on its carcinogenic action. In: Environmental Hygiene II. Seemayer, NO; Hadnagy, W, eds. Berlin/New York: Springer-Verlag.

Malsch, PA; Proctor, DM; Finley, BL. (1994) Estimation of a chromium inhalation reference concentration using the benchmark dose method: a case study. Regul Toxicol Pharmacol 20:58-82.","BMC",0.034,"mg/m3","10% ER","Lactate dehydrogenase in bronchioalveolar lavage fluid 
(Cr(VI) particulates)","Yes","None","RDDR","No",300,3,10,10,NA,NA,10,NA,"an additional 10-fold uncertainty factor to account for the less-than-lifetime exposure","sodium dichromate","Rat","Wistar","M","Inhalation",22,7,"30-90","Days","lung","Both","MOA Data",2036,"clinical chemistry","Both",NA,"Lactate dehydrogenase in bronchioalveolar lavage fluid (Cr(VI) particulates)",NA,NA,NA,NA,NA,"Application of the total uncertainty factor of 300 and the RDDR of 2.1576 to the BMC generated by Malsch et al. (1994) based on LDH in BALF (Glaser et al., 1990) results in an RfC of 0.1 μg/m3",NA,NA,NA,NA,NA,NA,NA,NA
